Student Country,Question Level,Topic,Subtopic,Keywords,Student ID,Question ID,Type of Answer
1,1,7,15,174,884,324,1
1,1,7,15,174,884,324,0
1,1,7,15,174,884,324,0
3,1,7,15,174,1428,324,1
2,1,7,15,174,958,324,0
1,1,7,15,174,1324,324,0
1,1,7,15,174,1322,324,1
1,1,7,15,174,1284,324,0
1,1,7,15,174,885,324,0
1,1,7,15,174,840,324,1
1,1,7,15,174,840,324,1
3,1,7,15,174,1095,324,0
3,1,7,15,277,956,325,0
3,1,7,15,277,956,325,0
2,1,7,15,277,1091,325,1
2,1,7,15,277,91,325,1
1,1,7,15,277,876,325,0
1,1,7,15,277,876,325,0
1,1,7,15,277,876,325,0
3,1,7,15,277,1076,325,1
3,1,7,15,277,168,325,1
3,1,7,15,277,168,325,1
3,1,7,15,277,1252,325,1
3,1,7,15,277,967,325,0
3,1,7,15,277,972,325,0
3,1,7,15,277,972,325,0
3,1,7,15,277,591,325,1
3,1,7,15,277,1093,325,0
3,1,7,15,277,1194,325,1
3,1,7,15,277,1157,325,0
3,1,7,15,277,1256,325,1
3,1,7,15,277,1219,325,0
3,1,7,15,277,509,325,1
3,1,7,15,277,509,325,1
3,1,7,15,277,898,325,0
3,1,7,15,277,1171,325,1
3,1,7,15,277,394,325,1
3,1,7,15,277,1080,325,1
3,1,7,15,277,1087,325,0
3,1,7,15,277,966,325,0
3,1,7,15,277,966,325,0
3,1,7,15,277,986,325,1
3,1,7,15,277,1149,325,1
3,1,7,15,277,1173,325,0
3,1,7,15,277,359,325,1
3,1,7,15,277,359,325,1
3,1,7,15,277,468,325,1
6,1,7,15,277,1220,325,1
6,1,7,15,277,1220,325,0
6,1,7,15,277,1220,325,0
6,1,7,15,277,1220,325,1
6,1,7,15,277,1220,325,1
6,1,7,15,277,1220,325,1
6,1,7,15,277,1220,325,0
6,1,7,15,277,1220,325,1
6,1,7,15,277,1220,325,1
6,1,7,15,277,1220,325,1
6,1,7,15,277,1220,325,1
6,1,7,15,277,1220,325,1
6,1,7,15,277,1220,325,1
1,1,7,15,277,884,325,0
1,1,7,15,277,884,325,0
1,1,7,15,277,851,325,0
3,1,7,15,277,1428,325,1
2,1,7,15,277,955,325,0
1,1,7,15,277,1322,325,0
1,1,7,15,277,1322,325,1
1,1,7,15,277,1284,325,0
1,1,7,15,277,1284,325,0
1,1,7,15,277,840,325,1
1,1,7,15,277,634,325,0
3,1,7,15,277,1095,325,1
2,1,1,2,218,91,326,1
2,1,1,2,218,90,326,0
2,1,1,2,218,90,326,0
2,1,1,2,218,128,326,1
2,1,1,2,218,128,326,0
3,1,1,2,218,457,326,1
3,1,1,2,218,591,326,0
3,1,1,2,218,769,326,0
3,1,1,2,218,163,326,0
3,1,1,2,218,71,326,1
3,1,1,2,218,71,326,0
3,1,1,2,218,414,326,0
3,1,1,2,218,411,326,0
3,1,1,2,218,422,326,0
3,1,1,2,218,422,326,0
3,1,1,2,218,411,326,0
3,1,1,2,218,419,326,0
3,1,1,2,218,420,326,1
3,1,1,2,218,28,326,1
3,1,1,2,218,421,326,0
3,1,1,2,218,72,326,0
3,1,1,2,218,72,326,0
2,1,1,2,282,90,327,1
2,1,1,2,282,128,327,0
1,1,1,2,282,175,327,0
1,1,1,2,282,175,327,0
3,1,1,2,282,1483,327,0
3,1,1,2,282,769,327,0
3,1,1,2,282,376,327,1
3,1,1,2,282,1487,327,0
3,1,1,2,282,174,327,0
3,1,1,2,282,163,327,0
3,1,1,2,282,71,327,1
3,1,1,2,282,409,327,1
3,1,1,2,282,422,327,0
3,1,1,2,282,420,327,1
2,1,1,2,282,80,327,1
3,1,1,2,282,37,327,1
3,1,1,2,282,37,327,0
3,1,1,2,282,421,327,0
3,1,1,2,282,72,327,0
3,1,1,2,282,41,328,1
2,1,1,2,282,90,328,0
2,1,1,2,282,128,328,0
2,1,1,2,282,128,328,0
2,1,1,2,282,128,328,0
2,1,1,2,282,91,328,0
2,1,1,2,282,128,328,1
3,1,1,2,282,1504,328,0
3,1,1,2,282,457,328,0
3,1,1,2,282,415,328,0
3,1,1,2,282,1487,328,0
3,1,1,2,282,1487,328,1
3,1,1,2,282,174,328,1
3,1,1,2,282,71,328,1
3,1,1,2,282,414,328,0
3,1,1,2,282,422,328,0
3,1,1,2,282,422,328,0
3,1,1,2,282,411,328,0
3,1,1,2,282,419,328,0
2,1,1,2,282,551,328,0
2,1,1,2,282,80,328,1
2,1,1,2,282,80,328,0
3,1,1,2,282,421,328,0
3,1,1,2,282,72,328,0
3,1,1,2,282,72,328,0
2,1,1,2,282,91,329,1
2,1,1,2,282,90,329,0
2,1,1,2,282,90,329,0
2,1,1,2,282,128,329,0
2,1,1,2,282,128,329,0
1,1,1,2,282,175,329,1
1,1,1,2,282,175,329,0
3,1,1,2,282,415,329,0
3,1,1,2,282,376,329,0
3,1,1,2,282,174,329,0
3,1,1,2,282,163,329,1
3,1,1,2,282,409,329,0
3,1,1,2,282,422,329,0
3,1,1,2,282,407,329,1
3,1,1,2,282,419,329,1
3,1,1,2,282,420,329,0
2,1,1,2,282,551,329,0
3,1,1,2,282,37,329,1
3,1,1,2,282,37,329,0
3,1,1,2,282,72,329,0
2,1,1,2,48,128,330,1
2,1,1,2,48,128,330,0
2,1,1,2,48,128,330,0
2,1,1,2,48,91,330,0
1,1,1,2,48,175,330,1
1,1,1,2,48,175,330,0
1,1,1,2,48,175,330,0
3,1,1,2,48,1504,330,0
3,1,1,2,48,457,330,1
3,1,1,2,48,591,330,1
3,1,1,2,48,71,330,0
3,1,1,2,48,409,330,0
3,1,1,2,48,411,330,0
3,1,1,2,48,419,330,0
2,1,1,2,47,91,331,1
2,1,1,2,47,90,331,0
2,1,1,2,47,128,331,0
1,1,1,2,47,175,331,1
3,1,1,2,47,376,331,0
3,1,1,2,47,1487,331,1
3,1,1,2,47,71,331,1
3,1,1,2,47,409,331,1
3,1,1,2,47,414,331,1
3,1,1,2,47,422,331,0
3,1,1,2,47,422,331,1
3,1,1,2,47,411,331,0
3,1,1,2,47,419,331,0
2,1,1,2,47,80,331,1
3,1,1,2,47,37,331,1
3,1,1,2,47,28,331,0
3,1,1,2,47,421,331,1
3,1,1,2,47,41,332,0
1,1,1,2,47,175,332,0
3,1,1,2,47,457,332,1
3,1,1,2,47,591,332,0
3,1,1,2,47,769,332,0
3,1,1,2,47,1487,332,1
3,1,1,2,47,1487,332,0
3,1,1,2,47,163,332,0
3,1,1,2,47,411,332,0
3,1,1,2,47,420,332,0
2,1,1,2,47,551,332,0
2,1,1,2,47,80,332,0
3,1,1,2,47,37,332,1
2,0,1,2,47,393,333,0
2,0,1,2,47,393,333,0
3,0,1,2,47,466,333,0
3,0,1,2,47,466,333,0
3,0,1,2,47,466,333,0
3,0,1,2,47,380,333,0
3,0,1,2,47,457,333,1
3,0,1,2,47,457,333,0
3,0,1,2,47,457,333,1
3,0,1,2,47,483,333,1
3,0,1,2,47,375,333,0
3,0,1,2,47,397,333,0
3,0,1,2,47,470,333,1
3,0,1,2,47,535,333,1
3,0,1,2,47,403,333,1
3,0,1,2,47,426,333,1
3,0,1,2,47,426,333,0
3,0,1,2,47,468,333,1
3,0,1,2,47,468,333,0
2,1,1,2,7,91,334,1
2,1,1,2,7,91,334,0
2,1,1,2,7,128,334,0
1,1,1,2,7,175,334,1
3,1,1,2,7,591,334,0
3,1,1,2,7,769,334,0
3,1,1,2,7,71,334,1
3,1,1,2,7,414,334,0
3,1,1,2,7,411,334,0
3,1,1,2,7,411,334,0
2,1,1,2,7,80,334,1
3,1,1,2,7,72,334,0
0,1,1,2,7,576,335,0
2,1,1,2,7,91,335,0
2,1,1,2,7,128,335,0
2,1,1,2,7,128,335,0
1,1,1,2,7,175,335,1
1,1,1,2,7,175,335,0
3,1,1,2,7,591,335,1
3,1,1,2,7,1483,335,1
3,1,1,2,7,69,335,0
3,1,1,2,7,415,335,0
3,1,1,2,7,376,335,0
3,1,1,2,7,1487,335,1
3,1,1,2,7,1487,335,0
3,1,1,2,7,163,335,1
3,1,1,2,7,414,335,0
3,1,1,2,7,411,335,0
3,1,1,2,7,422,335,0
3,1,1,2,7,411,335,0
3,1,1,2,7,407,335,1
2,1,1,2,7,551,335,0
2,1,1,2,7,80,335,1
3,1,1,2,7,37,335,0
3,1,1,2,7,28,335,0
3,1,1,2,7,72,335,0
3,1,1,2,49,41,336,0
2,1,1,2,49,91,336,1
2,1,1,2,49,128,336,0
2,1,1,2,49,91,336,0
3,1,1,2,49,457,336,0
3,1,1,2,49,415,336,0
3,1,1,2,49,376,336,0
3,1,1,2,49,174,336,1
3,1,1,2,49,414,336,0
3,1,1,2,49,411,336,0
3,1,1,2,49,411,336,0
2,1,1,2,49,551,336,0
3,1,1,2,49,37,336,1
3,1,1,2,49,28,336,1
2,1,1,2,8,128,337,0
2,1,1,2,8,91,337,0
2,1,1,2,8,128,337,0
1,1,1,2,8,175,337,1
3,1,1,2,8,152,337,1
3,1,1,2,8,457,337,0
3,1,1,2,8,591,337,1
3,1,1,2,8,1487,337,0
3,1,1,2,8,174,337,1
3,1,1,2,8,71,337,0
3,1,1,2,8,422,337,0
3,1,1,2,8,411,337,0
3,1,1,2,8,407,337,1
3,1,1,2,8,420,337,0
2,1,1,2,8,80,337,0
2,1,1,2,8,80,337,0
3,1,1,2,8,37,337,1
3,1,1,2,8,28,337,0
3,1,1,2,219,41,338,0
2,1,1,2,219,91,338,1
2,1,1,2,219,90,338,0
2,1,1,2,219,128,338,0
2,1,1,2,219,90,338,0
1,1,1,2,219,175,338,1
1,1,1,2,219,175,338,0
3,1,1,2,219,1504,338,1
3,1,1,2,219,415,338,0
3,1,1,2,219,769,338,0
3,1,1,2,219,163,338,0
3,1,1,2,219,71,338,1
3,1,1,2,219,409,338,1
3,1,1,2,219,411,338,0
2,1,1,2,219,80,338,1
3,1,1,2,219,72,338,0
3,1,1,2,219,72,338,0
2,1,1,2,343,90,339,1
2,1,1,2,343,128,339,0
2,1,1,2,343,90,339,0
1,1,1,2,343,175,339,1
1,1,1,2,343,175,339,0
1,1,1,2,343,175,339,1
1,1,1,2,343,175,339,1
1,1,1,2,343,175,339,1
3,1,1,2,343,152,339,1
3,1,1,2,343,415,339,0
3,1,1,2,343,769,339,0
3,1,1,2,343,163,339,1
3,1,1,2,343,409,339,0
3,1,1,2,343,411,339,0
3,1,1,2,343,420,339,0
2,1,1,2,343,80,339,0
3,1,1,2,343,37,339,1
3,1,1,2,343,37,339,1
3,1,1,2,343,72,339,0
3,0,1,2,217,466,340,0
3,0,1,2,217,457,340,1
3,0,1,2,217,483,340,1
3,0,1,2,217,1247,340,0
3,0,1,2,217,376,340,0
3,0,1,2,217,464,340,0
3,0,1,2,217,470,340,1
3,0,1,2,217,426,340,1
2,0,1,2,217,551,340,0
2,0,1,2,217,582,340,0
3,1,1,2,216,41,341,0
2,1,1,2,216,128,341,0
2,1,1,2,216,128,341,0
2,1,1,2,216,128,341,0
1,1,1,2,216,175,341,0
3,1,1,2,216,457,341,1
3,1,1,2,216,591,341,0
3,1,1,2,216,376,341,0
3,1,1,2,216,1487,341,1
3,1,1,2,216,1487,341,0
3,1,1,2,216,174,341,1
3,1,1,2,216,71,341,0
3,1,1,2,216,409,341,0
3,1,1,2,216,411,341,0
3,1,1,2,216,411,341,0
3,1,1,2,216,407,341,1
2,1,1,2,216,80,341,0
3,1,1,2,216,37,341,0
3,1,1,2,216,421,341,0
3,1,1,2,342,41,342,1
2,1,1,2,342,90,342,0
2,1,1,2,342,128,342,1
2,1,1,2,342,91,342,0
1,1,1,2,342,175,342,1
3,1,1,2,342,983,342,1
3,1,1,2,342,174,342,1
3,1,1,2,342,71,342,1
3,1,1,2,342,422,342,1
3,1,1,2,342,411,342,0
3,1,1,2,342,411,342,0
3,1,1,2,342,420,342,0
2,1,1,2,342,551,342,0
2,1,1,2,342,80,342,0
1,1,1,2,342,180,342,1
3,1,1,2,342,72,342,0
3,0,10,20,44,448,343,0
3,0,10,20,44,451,343,1
3,0,10,20,95,451,344,1
2,0,1,2,241,91,345,1
2,0,1,2,241,91,345,1
2,0,1,2,241,91,345,1
3,0,1,2,241,466,345,0
3,0,1,2,241,483,345,1
3,0,1,2,241,1247,345,1
3,0,1,2,241,376,345,0
3,0,1,2,241,376,345,1
3,0,1,2,241,376,345,1
3,0,1,2,241,375,345,1
3,0,1,2,241,394,345,1
3,0,1,2,241,473,345,0
3,0,1,2,241,470,345,0
3,0,1,2,241,535,345,0
3,0,1,2,241,403,345,1
3,0,1,2,241,426,345,1
3,0,1,2,241,359,345,1
3,0,1,2,241,468,345,1
2,0,1,2,241,582,345,1
3,0,1,2,241,374,345,1
2,0,1,2,131,91,346,1
2,0,1,2,131,91,346,0
2,0,1,2,131,91,346,1
3,0,1,2,131,466,346,0
3,0,1,2,131,457,346,1
3,0,1,2,131,376,346,0
3,0,1,2,131,376,346,1
3,0,1,2,131,376,346,0
3,0,1,2,131,464,346,1
3,0,1,2,131,375,346,1
3,0,1,2,131,473,346,0
3,0,1,2,131,470,346,1
3,0,1,2,131,535,346,1
3,0,1,2,131,426,346,1
3,0,1,2,131,374,346,1
2,0,1,2,131,393,347,1
2,0,1,2,131,393,347,1
2,0,1,2,131,91,347,1
3,0,1,2,131,466,347,1
3,0,1,2,131,457,347,1
3,0,1,2,131,483,347,1
3,0,1,2,131,1247,347,0
3,0,1,2,131,376,347,0
3,0,1,2,131,376,347,0
3,0,1,2,131,376,347,1
3,0,1,2,131,376,347,0
3,0,1,2,131,464,347,1
3,0,1,2,131,394,347,1
3,0,1,2,131,473,347,0
3,0,1,2,131,470,347,1
3,0,1,2,131,470,347,1
3,0,1,2,131,359,347,1
3,0,1,2,131,468,347,1
2,0,1,2,131,551,347,0
2,0,1,2,131,582,347,0
3,0,1,2,131,374,347,0
2,0,1,2,126,91,348,1
3,0,1,2,126,466,348,1
3,0,1,2,126,466,348,0
3,0,1,2,126,457,348,1
3,0,1,2,126,457,348,1
3,0,1,2,126,483,348,1
3,0,1,2,126,375,348,0
3,0,1,2,126,394,348,1
3,0,1,2,126,473,348,1
3,0,1,2,126,470,348,0
3,0,1,2,126,470,348,1
3,0,1,2,126,468,348,1
2,0,1,2,126,582,348,1
3,0,1,2,126,374,348,1
2,0,1,2,42,393,349,1
2,0,1,2,42,393,349,1
2,0,1,2,42,91,349,1
2,0,1,2,42,91,349,0
2,0,1,2,42,91,349,1
3,0,1,2,42,380,349,0
3,0,1,2,42,483,349,1
3,0,1,2,42,483,349,0
3,0,1,2,42,1247,349,1
3,0,1,2,42,376,349,0
3,0,1,2,42,375,349,1
3,0,1,2,42,470,349,1
3,0,1,2,42,403,349,1
3,0,1,2,42,426,349,0
3,0,1,2,42,468,349,1
2,0,1,2,42,551,349,1
2,0,1,2,42,582,349,1
2,0,1,2,42,91,350,0
3,0,1,2,42,466,350,0
3,0,1,2,42,380,350,0
3,0,1,2,42,457,350,1
3,0,1,2,42,376,350,0
3,0,1,2,42,376,350,0
3,0,1,2,42,426,350,0
3,0,1,2,42,468,350,0
3,0,1,2,42,374,350,1
2,0,1,2,214,393,351,0
2,0,1,2,214,393,351,0
2,0,1,2,214,91,351,1
2,0,1,2,214,91,351,1
3,0,1,2,214,380,351,0
3,0,1,2,214,457,351,1
3,0,1,2,214,376,351,1
3,0,1,2,214,376,351,1
3,0,1,2,214,464,351,1
3,0,1,2,214,394,351,0
3,0,1,2,214,473,351,0
3,0,1,2,214,470,351,0
3,0,1,2,214,535,351,1
3,0,1,2,214,426,351,1
3,0,1,2,214,359,351,0
3,0,1,2,214,468,351,1
2,0,1,2,46,91,352,1
3,0,1,2,46,457,352,1
3,0,1,2,46,483,352,0
3,0,1,2,46,483,352,0
3,0,1,2,46,376,352,1
3,0,1,2,46,376,352,0
3,0,1,2,46,464,352,1
3,0,1,2,46,375,352,1
3,0,1,2,46,383,352,1
3,0,1,2,46,394,352,0
3,0,1,2,46,397,352,1
3,0,1,2,46,397,352,0
3,0,1,2,46,403,352,1
3,0,1,2,46,426,352,1
3,0,1,2,46,359,352,1
2,0,1,2,46,551,352,0
2,1,1,2,215,128,353,0
2,1,1,2,215,90,353,0
2,1,1,2,215,128,353,0
2,1,1,2,215,128,353,1
1,1,1,2,215,175,353,1
3,1,1,2,215,69,353,1
3,1,1,2,215,769,353,0
3,1,1,2,215,71,353,1
3,1,1,2,215,419,353,0
2,1,1,2,215,551,353,0
3,1,1,2,215,37,353,1
3,1,1,2,215,28,353,0
3,1,1,2,215,421,353,0
2,0,1,2,215,393,354,1
2,0,1,2,215,393,354,0
2,0,1,2,215,91,354,1
2,0,1,2,215,90,354,1
2,0,1,2,215,91,354,1
3,0,1,2,215,466,354,0
3,0,1,2,215,466,354,0
3,0,1,2,215,457,354,1
3,0,1,2,215,467,354,1
3,0,1,2,215,376,354,1
3,0,1,2,215,394,354,1
3,0,1,2,215,397,354,1
3,0,1,2,215,470,354,1
3,0,1,2,215,535,354,0
3,0,1,2,215,403,354,1
3,0,1,2,215,468,354,1
2,0,1,2,215,582,354,0
2,0,1,2,215,393,355,1
2,0,1,2,215,91,355,0
2,0,1,2,215,90,355,0
2,0,1,2,215,91,355,0
3,0,1,2,215,466,355,0
3,0,1,2,215,380,355,0
3,0,1,2,215,380,355,0
3,0,1,2,215,1247,355,0
3,0,1,2,215,376,355,1
3,0,1,2,215,376,355,1
3,0,1,2,215,397,355,0
3,0,1,2,215,473,355,0
3,0,1,2,215,470,355,1
3,0,1,2,215,468,355,1
2,0,1,2,215,551,355,0
2,0,1,2,216,393,356,1
2,0,1,2,216,91,356,0
3,0,1,2,216,380,356,0
3,0,1,2,216,483,356,1
3,0,1,2,216,483,356,0
3,0,1,2,216,1247,356,0
3,0,1,2,216,376,356,0
3,0,1,2,216,376,356,0
3,0,1,2,216,376,356,0
3,0,1,2,216,464,356,0
3,0,1,2,216,397,356,0
3,0,1,2,216,426,356,0
3,0,1,2,216,359,356,1
3,0,1,2,216,468,356,0
2,0,1,2,128,393,357,1
2,0,1,2,128,393,357,0
2,0,1,2,128,91,357,1
2,0,1,2,128,91,357,1
3,0,1,2,128,380,357,0
3,0,1,2,128,380,357,0
3,0,1,2,128,457,357,1
3,0,1,2,128,457,357,1
3,0,1,2,128,467,357,1
3,0,1,2,128,483,357,1
3,0,1,2,128,1247,357,0
3,0,1,2,128,376,357,0
3,0,1,2,128,376,357,1
3,0,1,2,128,376,357,0
3,0,1,2,128,376,357,0
3,0,1,2,128,464,357,1
3,0,1,2,128,397,357,0
3,0,1,2,128,397,357,0
3,0,1,2,128,470,357,1
3,0,1,2,128,535,357,1
3,0,1,2,128,403,357,0
3,0,1,2,128,426,357,1
3,0,1,2,128,468,357,1
3,0,1,2,128,468,357,1
3,0,1,2,128,468,357,1
2,0,1,2,128,582,357,0
3,0,1,2,128,374,357,1
2,0,1,2,130,91,358,1
2,0,1,2,130,91,358,1
2,0,1,2,130,91,358,0
3,0,1,2,130,466,358,1
3,0,1,2,130,483,358,1
3,0,1,2,130,376,358,0
3,0,1,2,130,376,358,0
3,0,1,2,130,376,358,0
3,0,1,2,130,375,358,0
3,0,1,2,130,394,358,0
3,0,1,2,130,397,358,0
3,0,1,2,130,535,358,0
3,0,1,2,130,426,358,0
3,0,1,2,130,359,358,1
3,0,1,2,130,468,358,1
2,0,1,2,130,551,358,0
2,0,1,2,259,91,359,1
2,0,1,2,259,91,359,1
2,0,1,2,259,91,359,1
3,0,1,2,259,466,359,1
3,0,1,2,259,466,359,0
3,0,1,2,259,457,359,1
3,0,1,2,259,483,359,1
3,0,1,2,259,376,359,1
3,0,1,2,259,473,359,1
3,0,1,2,259,470,359,1
3,0,1,2,259,426,359,1
3,0,1,2,259,426,359,1
3,0,1,2,259,359,359,0
2,0,1,2,259,551,359,1
3,0,1,2,259,374,359,1
3,1,1,2,259,41,360,1
2,1,1,2,259,90,360,0
2,1,1,2,259,91,360,0
3,1,1,2,259,1504,360,0
3,1,1,2,259,415,360,0
3,1,1,2,259,414,360,1
3,1,1,2,259,411,360,1
3,1,1,2,259,411,360,0
3,1,1,2,259,419,360,0
3,1,1,2,259,37,360,1
3,1,1,2,259,28,360,0
3,1,1,2,259,421,360,0
2,1,5,10,295,85,362,0
2,1,5,10,295,81,362,1
0,1,4,9,239,576,363,0
3,1,4,9,239,524,363,1
3,1,4,9,239,524,363,0
3,1,4,9,239,483,363,1
3,1,4,9,239,189,363,0
3,1,4,9,239,406,363,1
2,1,4,9,239,80,363,1
5,1,4,9,239,625,363,0
2,1,4,9,115,91,364,1
2,1,4,9,115,91,364,1
2,1,4,9,115,91,364,1
3,1,4,9,115,174,364,1
3,1,4,9,115,511,364,1
3,1,4,9,115,509,364,1
3,1,4,9,115,525,364,1
3,1,4,9,115,359,364,1
2,1,4,9,115,80,364,0
1,1,4,9,115,198,364,0
3,1,4,9,115,624,364,1
2,0,5,10,5,131,365,1
2,0,5,10,5,81,365,0
3,1,4,9,115,41,366,1
2,1,4,9,115,91,366,1
3,1,4,9,115,174,366,1
3,1,4,9,115,359,366,0
2,1,4,9,115,204,366,0
5,1,4,9,115,625,366,1
5,1,4,9,115,625,366,1
5,1,4,9,115,625,366,1
2,1,4,9,116,91,367,1
2,1,4,9,116,91,367,1
2,1,4,9,116,91,367,1
3,1,4,9,116,524,367,1
3,1,4,9,116,524,367,1
3,1,4,9,116,509,367,0
3,1,4,9,116,525,367,1
3,1,4,9,116,359,367,1
3,1,4,9,116,37,367,1
1,1,4,9,116,198,367,0
5,1,4,9,116,625,367,0
5,1,4,9,116,625,367,0
3,1,4,9,116,624,367,1
2,1,4,9,240,91,368,1
2,1,4,9,240,91,368,1
2,1,4,9,240,91,368,1
2,1,4,9,240,91,368,0
2,1,4,9,240,91,368,1
3,1,4,9,240,510,368,0
3,1,4,9,240,524,368,1
3,1,4,9,240,524,368,0
3,1,4,9,240,524,368,0
3,1,4,9,240,483,368,1
3,1,4,9,240,406,368,1
3,1,4,9,240,407,368,0
1,1,4,9,240,198,368,0
2,1,4,9,267,91,369,0
2,1,4,9,267,91,369,1
2,1,4,9,267,91,369,1
2,1,4,9,267,91,369,1
2,1,4,9,267,91,369,1
3,1,4,9,267,174,369,0
3,1,4,9,267,189,369,0
2,1,4,9,266,91,371,0
2,1,4,9,266,91,371,1
3,1,4,9,266,483,371,0
3,1,4,9,266,483,371,1
3,1,4,9,266,189,371,0
3,1,4,9,266,525,371,1
2,1,4,9,266,80,371,1
5,1,4,9,266,625,371,1
5,1,4,9,266,625,371,0
2,0,5,10,6,81,372,1
2,0,5,10,295,131,373,1
2,1,5,10,337,85,374,0
3,1,7,15,277,956,375,0
0,1,7,15,277,913,375,0
3,1,7,15,277,1271,375,1
2,1,7,15,277,91,375,1
3,1,7,15,277,1229,375,1
3,1,7,15,277,988,375,1
1,1,7,15,277,876,375,1
1,1,7,15,277,876,375,0
1,1,7,15,277,876,375,0
4,1,7,15,277,969,375,1
3,1,7,15,277,168,375,1
3,1,7,15,277,168,375,1
3,1,7,15,277,168,375,1
3,1,7,15,277,168,375,1
3,1,7,15,277,168,375,1
3,1,7,15,277,168,375,1
3,1,7,15,277,167,375,1
3,1,7,15,277,972,375,0
3,1,7,15,277,972,375,0
3,1,7,15,277,1517,375,1
3,1,7,15,277,1517,375,1
3,1,7,15,277,465,375,1
3,1,7,15,277,1081,375,0
3,1,7,15,277,1093,375,1
3,1,7,15,277,1194,375,1
3,1,7,15,277,1158,375,1
3,1,7,15,277,1182,375,0
3,1,7,15,277,1219,375,0
3,1,7,15,277,898,375,0
3,1,7,15,277,898,375,0
3,1,7,15,277,1146,375,0
3,1,7,15,277,1146,375,0
3,1,7,15,277,1334,375,0
3,1,7,15,277,890,375,0
3,1,7,15,277,394,375,1
3,1,7,15,277,1109,375,0
3,1,7,15,277,890,375,0
3,1,7,15,277,473,375,1
3,1,7,15,277,473,375,0
3,1,7,15,277,1087,375,1
3,1,7,15,277,1087,375,1
3,1,7,15,277,1080,375,0
3,1,7,15,277,1173,375,0
3,1,7,15,277,1173,375,1
3,1,7,15,277,966,375,0
3,1,7,15,277,966,375,0
3,1,7,15,277,966,375,0
3,1,7,15,277,403,375,0
3,1,7,15,277,468,375,1
3,1,7,15,277,468,375,1
2,1,7,15,277,899,375,1
6,1,7,15,277,1220,375,0
6,1,7,15,277,1220,375,1
6,1,7,15,277,1220,375,1
6,1,7,15,277,1220,375,1
6,1,7,15,277,1220,375,0
6,1,7,15,277,1220,375,1
6,1,7,15,277,1220,375,1
6,1,7,15,277,1220,375,0
6,1,7,15,277,1220,375,1
6,1,7,15,277,1220,375,0
6,1,7,15,277,1220,375,0
1,1,7,15,277,884,375,0
1,1,7,15,277,884,375,0
1,1,7,15,277,884,375,1
1,1,7,15,277,851,375,0
3,1,7,15,277,965,375,1
2,1,7,15,277,958,375,0
1,1,7,15,277,1324,375,0
1,1,7,15,277,1324,375,1
1,1,7,15,277,1299,375,1
1,1,7,15,277,1284,375,0
1,1,7,15,277,840,375,1
3,1,7,15,193,956,376,0
2,1,7,15,193,91,376,0
1,1,7,15,193,876,376,1
3,1,7,15,193,1076,376,0
4,1,7,15,193,969,376,1
3,1,7,15,193,168,376,0
3,1,7,15,193,168,376,0
3,1,7,15,193,167,376,0
3,1,7,15,193,967,376,1
3,1,7,15,193,972,376,0
3,1,7,15,193,1517,376,1
3,1,7,15,193,1081,376,0
3,1,7,15,193,378,376,1
3,1,7,15,193,1093,376,1
3,1,7,15,193,1194,376,1
3,1,7,15,193,1158,376,1
3,1,7,15,193,1182,376,0
3,1,7,15,193,1219,376,0
3,1,7,15,193,1219,376,0
3,1,7,15,193,509,376,1
3,1,7,15,193,1179,376,0
3,1,7,15,193,890,376,0
3,1,7,15,193,890,376,0
3,1,7,15,193,1087,376,1
3,1,7,15,193,1163,376,1
3,1,7,15,193,1279,376,1
3,1,7,15,193,966,376,0
3,1,7,15,193,966,376,0
3,1,7,15,193,986,376,1
3,1,7,15,193,1173,376,0
3,1,7,15,193,403,376,0
3,1,7,15,193,359,376,0
3,1,7,15,193,468,376,0
6,1,7,15,193,1220,376,1
6,1,7,15,193,1220,376,1
6,1,7,15,193,1220,376,1
6,1,7,15,193,1220,376,0
6,1,7,15,193,1220,376,1
6,1,7,15,193,1220,376,1
6,1,7,15,193,1220,376,1
6,1,7,15,193,1220,376,1
6,1,7,15,193,1220,376,1
6,1,7,15,193,1220,376,0
6,1,7,15,193,1220,376,1
6,1,7,15,193,1220,376,0
6,1,7,15,193,1220,376,1
6,1,7,15,193,1220,376,1
6,1,7,15,193,1220,376,0
6,1,7,15,193,1220,376,1
6,1,7,15,193,1220,376,1
1,1,7,15,193,753,376,0
1,1,7,15,193,884,376,1
1,1,7,15,193,884,376,0
1,1,7,15,193,884,376,0
1,1,7,15,193,851,376,0
1,1,7,15,193,851,376,0
3,1,7,15,193,1428,376,1
2,1,7,15,193,955,376,0
2,1,7,15,193,958,376,0
1,1,7,15,193,1324,376,0
1,1,7,15,193,1322,376,0
1,1,7,15,193,1322,376,1
1,1,7,15,193,1291,376,0
1,1,7,15,193,840,376,0
1,1,7,15,193,634,376,0
1,1,7,15,193,634,376,0
1,1,7,15,193,634,376,0
3,1,7,15,280,1339,377,1
3,1,7,15,280,1143,377,1
0,1,7,15,280,913,377,1
2,1,7,15,280,91,377,0
3,1,7,15,280,1229,377,0
3,1,7,15,280,168,377,0
3,1,7,15,280,168,377,1
3,1,7,15,280,168,377,0
3,1,7,15,280,967,377,1
3,1,7,15,280,972,377,0
3,1,7,15,280,972,377,0
3,1,7,15,280,972,377,0
3,1,7,15,280,1517,377,0
3,1,7,15,280,1081,377,1
3,1,7,15,280,1194,377,1
3,1,7,15,280,1182,377,0
3,1,7,15,280,1256,377,0
